icd9,icd9_condition,category,super_category
E856,Accidental poisoning by antibiotics,"Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
E857,Accidental poisoning by anti-infectives,"Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
E858,Accidental poisoning by other drugs,"Accidental poisoning by drugs, medicinal substances, and biologicals (E850-E858)",supplementary classification of external causes of injury and poisoning (e000-e899)
E860,"Accidental poisoning by alcohol, not elsewhere classified","Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E861,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints, and varnishes","Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E862,"Accidental poisoning by petroleum products, other solvents and their vapors, not elsewhere classified","Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E863,Accidental poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers,"Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E864,"Accidental poisoning by corrosives and caustics, not elsewhere classified","Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E865,Accidental poisoning from poisonous foodstuffs and poisonous plants,"Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E866,Accidental poisoning by other and unspecified solid and liquid substances,"Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E867,Accidental poisoning by gas distributed by pipeline,"Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E868,Accidental poisoning by other utility gas and other carbon monoxide,"Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E869,Accidental poisoning by other gases and vapors,"Accidental poisoning by other solid and liquid substances, gases, and vapors (E860-E869)",supplementary classification of external causes of injury and poisoning (e000-e899)
E870,"Accidental cut, puncture, perforation, or hemorrhage during medical care",Misadventures to patients during surgical and medical care (E870-E876),supplementary classification of external causes of injury and poisoning (e000-e899)
E871,Foreign object left in body during procedure,Misadventures to patients during surgical and medical care (E870-E876),supplementary classification of external causes of injury and poisoning (e000-e899)
E872,Failure of sterile precautions during procedure,Misadventures to patients during surgical and medical care (E870-E876),supplementary classification of external causes of injury and poisoning (e000-e899)
E873,Failure in dosage,Misadventures to patients during surgical and medical care (E870-E876),supplementary classification of external causes of injury and poisoning (e000-e899)
E874,Mechanical failure of instrument or apparatus during procedure,Misadventures to patients during surgical and medical care (E870-E876),supplementary classification of external causes of injury and poisoning (e000-e899)
E875,"Contaminated or infected blood, other fluid, drug, or biological substance",Misadventures to patients during surgical and medical care (E870-E876),supplementary classification of external causes of injury and poisoning (e000-e899)
E876,Other and unspecified misadventures during medical care,Misadventures to patients during surgical and medical care (E870-E876),supplementary classification of external causes of injury and poisoning (e000-e899)
E878,"Surgical operation and other surgical procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at the time of operation","Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure (E878-E879)",supplementary classification of external causes of injury and poisoning (e000-e899)
E879,"Other procedures, without mention of misadventure at the time of procedure, as the cause of abnormal reaction of patient, or of later complication","Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure (E878-E879)",supplementary classification of external causes of injury and poisoning (e000-e899)
E880,Fall on or from stairs or steps,Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E881,Fall on or from ladders or scaffolding,Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E882,Fall from or out of building or other structure,Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E883,Fall into hole or other opening in surface,Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E884,Other fall from one level to another,Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E885,"Fall on same level from slipping, tripping, or stumbling",Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E886,"Fall on same level from collision, pushing or shoving, by or with other person",Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E887,"Fracture, cause unspecified",Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E888,Other and unspecified fall,Accidental falls (E880-E888),supplementary classification of external causes of injury and poisoning (e000-e899)
E890,Conflagration in private dwelling,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E891,Conflagration in other and unspecified building or structure,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E892,Conflagration not in building or structure,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E893,Accident caused by ignition of clothing,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E894,Ignition of highly inflammable material,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E895,Accident caused by controlled fire in private dwelling,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E896,Accident caused by controlled fire in other and unspecified building or structure,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E897,Accident caused by controlled fire not in building or structure,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E898,Accident caused by other specified fire and flames,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E899,Accident caused by unspecified fire,Accidents caused by fire and flames (E890-E899),supplementary classification of external causes of injury and poisoning (e000-e899)
E900,Excessive heat,Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E901,Excessive cold,Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E902,High and low air pressure and changes in air pressure,Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E903,Travel and motion,Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E904,"Hunger, thirst, exposure, and neglect",Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E905,Venomous animals and plants as the cause of poisoning and toxic reactions,Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E906,Other injury caused by animals,Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E907,Lightning,Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E908,"Cataclysmic storms, and floods resulting from storms",Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E909,Cataclysmic earth surface movements and eruptions,Accidents due to natural and environmental factors (E900-E909),supplementary classification of external causes of injury and poisoning (e000-e899)
E910,Accidental drowning and submersion,"Accidents caused by submersion, suffocation, and foreign bodies (E910-E915)",supplementary classification of external causes of injury and poisoning (e000-e899)
E911,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,"Accidents caused by submersion, suffocation, and foreign bodies (E910-E915)",supplementary classification of external causes of injury and poisoning (e000-e899)
E912,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,"Accidents caused by submersion, suffocation, and foreign bodies (E910-E915)",supplementary classification of external causes of injury and poisoning (e000-e899)
E913,Accidental mechanical suffocation,"Accidents caused by submersion, suffocation, and foreign bodies (E910-E915)",supplementary classification of external causes of injury and poisoning (e000-e899)
E914,Foreign body accidentally entering eye and adnexa,"Accidents caused by submersion, suffocation, and foreign bodies (E910-E915)",supplementary classification of external causes of injury and poisoning (e000-e899)
E915,Foreign body accidentally entering other orifice,"Accidents caused by submersion, suffocation, and foreign bodies (E910-E915)",supplementary classification of external causes of injury and poisoning (e000-e899)
E916,Struck accidentally by falling object,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E917,Striking against or struck accidentally by objects or persons,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E918,Caught accidentally in or between objects,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E919,Accidents caused by machinery,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E920,Accidents caused by cutting and piercing instruments or objects,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E921,Accident caused by explosion of pressure vessel,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E922,Accident caused by firearm missile,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E923,Accident caused by explosive material,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E924,"Accident caused by hot substance or object, caustic or corrosive material, and steam",Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E925,Accident caused by electric current,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E926,Exposure to radiation,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E927,Overexertion and strenuous movements,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E928,Other and unspecified environmental and accidental causes,Other accidents (E916-E928),supplementary classification of external causes of injury and poisoning (e000-e899)
E929,Late effects of accidental injury,Late effects of accidental injury (E929),supplementary classification of external causes of injury and poisoning (e000-e899)
E930,Antibiotics,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E931,Other anti-infectives,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E932,Hormones and synthetic substitutes,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E933,Primarily systemic agents,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E934,Agents primarily affecting blood constituents,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E935,"Analgesics, antipyretics, and antirheumatics","Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E936,Anticonvulsants and anti-Parkinsonism drugs,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E937,Sedatives and hypnotics,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E938,Other central nervous system depressants and anesthetics,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E939,Psychotropic agents,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E940,Central nervous system stimulants,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E941,Drugs primarily affecting the autonomic nervous system,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E942,Agents primarily affecting the cardiovascular system,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E943,Agents primarily affecting gastrointestinal system,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E944,"Water, mineral, and uric acid metabolism drugs","Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E945,Agents primarily acting on the smooth and skeletal muscles and respiratory system,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E946,"Agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs","Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E947,Other and unspecified drugs and medicinal substances,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E948,Bacterial vaccines,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E949,Other vaccines and biological substances,"Drugs, medicinal and biological substances causing adverse effects in therapeutic use (E930-E949)",supplementary classification of external causes of injury and poisoning (e000-e899)
E950,Suicide and self-inflicted poisoning by solid or liquid substances,Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E951,Suicide and self-inflicted poisoning by gases in domestic use,Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E952,Suicide and self-inflicted poisoning by other gases and vapors,Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E953,"Suicide and self-inflicted injury by hanging, strangulation, and suffocation",Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E954,Suicide and self-inflicted injury by submersion [drowning],Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E955,Suicide and self-inflicted injury by firearms and explosives,Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E956,Suicide and self-inflicted injury by cutting and piercing instruments,Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E957,Suicide and self-inflicted injuries by jumping from high place,Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E958,Suicide and self-inflicted injury by other and unspecified means,Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E959,Late effects of self-inflicted injury,Suicide and self-inflicted injury (E950-E959),supplementary classification of external causes of injury and poisoning (e000-e899)
E960,"Fight, brawl, and rape",Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E961,"Assault by corrosive or caustic substance, except poisoning",Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E962,Assault by poisoning,Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E963,Assault by hanging and strangulation,Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E964,Assault by submersion [drowning],Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E965,Assault by firearms and explosives,Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E966,Assault by cutting and piercing instrument,Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E967,Child and adult battering and other maltreatment,Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E968,Assault by other and unspecified means,Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E969,Late effects of injury purposely inflicted by other person,Homicide and injury purposely inflicted by other persons (E960-E969),supplementary classification of external causes of injury and poisoning (e000-e899)
E970,Injury due to legal intervention by firearms,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E971,Injury due to legal intervention by explosives,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E972,Injury due to legal intervention by gas,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E973,Injury due to legal intervention by blunt object,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E974,Injury due to legal intervention by cutting and piercing instruments,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E975,Injury due to legal intervention by other specified means,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E976,Injury due to legal intervention by unspecified means,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E977,Late effects of injuries due to legal intervention,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E978,Legal execution,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E979,Terrorism,Legal intervention (E970-E978),supplementary classification of external causes of injury and poisoning (e000-e899)
E980,"Poisoning by solid or liquid substances, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E981,"Poisoning by gases in domestic use, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E982,"Poisoning by other gases, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E983,"Hanging, strangulation, or suffocation, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E984,"Submersion [drowning], undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E985,"Injury by firearms and explosives, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E986,"Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E987,"Falling from high place, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E988,"Injury by other and unspecified means, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E989,"Late effects of injury, undetermined whether accidentally or purposely inflicted",Injury undetermined whether accidentally or purposely inflicted (E980-E989),supplementary classification of external causes of injury and poisoning (e000-e899)
E990,Injury due to war operations by fires and conflagrations,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E991,Injury due to war operations by bullets and fragments,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E992,Injury due to war operations by explosion of marine weapons,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E993,Injury due to war operations by other explosion,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E994,Injury due to war operations by destruction of aircraft,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E995,Injury due to war operations by other and unspecified forms of conventional warfare,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E996,Injury due to war operations by nuclear weapons,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E997,Injury due to war operations by other forms of unconventional warfare,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E998,Injury due to war operations but occurring after cessation of hostilities,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
E999,Late effects of injury due to war operationsVOLUME 2-INDEX TO DISEASES,Injury resulting from operations of war (E990-E999),supplementary classification of external causes of injury and poisoning (e000-e899)
