cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
punta toro virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
nipah virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
polyomavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
bk virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
viral eye infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
parechovirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
spondylosyndesis,081,Other typhus,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
scrub typhus,081,Other typhus,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
rickettsia infection,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
endocarditis,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
bartonella infection,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
coxiella infection,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
q fever,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
plasmodium malariae infection,084,Malaria,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
leishmania tropica infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
leishmania infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
leishmania donovani infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
leishmania braziliensis infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
trypanosoma cruzi infection,086,Trypanosomiasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
trypanosomiasis,086,Trypanosomiasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
trypanosoma brucei infection,086,Trypanosomiasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
borrelia burgdorferi infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
thromboembolism,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
lyme disease,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
babesia infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
borrelia recurrentis infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
bartonella bacilliformis infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,0
tendon disease,095,"Other forms of late syphilis, with symptoms",Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,0
neisseria gonorrhoeae infection,098,Gonococcal infections,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,0
neisseria infection,098,Gonococcal infections,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,0
epididymo-orchitis,098,Gonococcal infections,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,0
cervicitis,098,Gonococcal infections,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,0
urethritis,099,Other venereal diseases,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,0
haemophilus ducreyi infection,099,Other venereal diseases,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,0
aseptic meningitis,100,Leptospirosis,Other Spirochetal Diseases,Infectious And Parasitic Diseases,0
treponema pallidum infection,102,Yaws,Other Spirochetal Diseases,Infectious And Parasitic Diseases,0
hyperkeratosis,102,Yaws,Other Spirochetal Diseases,Infectious And Parasitic Diseases,0
rhinopharyngitis,102,Yaws,Other Spirochetal Diseases,Infectious And Parasitic Diseases,0
trichophyton infection,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
epidermophyton infection,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
microsporum infection,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
onychomycosis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
dermatophytosis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
tinea capitis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
tinea corporis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
tinea cruris,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
tinea pedis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,0
dermatomycosis,111,"Dermatomycosis, other and unspecified",Mycoses,Infectious And Parasitic Diseases,0
tinea,111,"Dermatomycosis, other and unspecified",Mycoses,Infectious And Parasitic Diseases,0
urogenital tract infection,112,Candidiasis,Mycoses,Infectious And Parasitic Diseases,0
candida infection,112,Candidiasis,Mycoses,Infectious And Parasitic Diseases,0
candida krusei infection,112,Candidiasis,Mycoses,Infectious And Parasitic Diseases,0
candida glabrata infection,112,Candidiasis,Mycoses,Infectious And Parasitic Diseases,0
saccharomyces infection,112,Candidiasis,Mycoses,Infectious And Parasitic Diseases,0
mucocutaneous candidiasis,112,Candidiasis,Mycoses,Infectious And Parasitic Diseases,0
coccidioides infection,114,Coccidioidomycosis,Mycoses,Infectious And Parasitic Diseases,0
histoplasma infection,115,Histoplasmosis,Mycoses,Infectious And Parasitic Diseases,0
blastomyces infection,116,Blastomycotic infection,Mycoses,Infectious And Parasitic Diseases,0
aspergillus infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
cryptococcus infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
cryptococcus neoformans infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
fungal infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
cryptosporidium infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
aspergillus fumigatus infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
exophiala infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
scedosporium infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
zygomycete infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
mucor infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
rhizopus infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
absidia infection,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
cryptococcus neoformans meningitis,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
chromoblastomycosis,117,Other mycoses,Mycoses,Infectious And Parasitic Diseases,0
fusarium infection,118,Opportunistic mycoses,Mycoses,Infectious And Parasitic Diseases,0
schistosomiasis,120,Schistosomiasis [bilharziasis],Helminthiases,Infectious And Parasitic Diseases,0
fasciola hepatica infection,121,Other trematode infections,Helminthiases,Infectious And Parasitic Diseases,0
cysticercosis,123,Other cestode infection,Helminthiases,Infectious And Parasitic Diseases,0
filariasis,125,Filarial infection and dracontiasis,Helminthiases,Infectious And Parasitic Diseases,0
onchocerciasis,125,Filarial infection and dracontiasis,Helminthiases,Infectious And Parasitic Diseases,0
hookworm infection,126,Ancylostomiasis and necatoriasis,Helminthiases,Infectious And Parasitic Diseases,0
nematode infection,127,Other intestinal helminthiases,Helminthiases,Infectious And Parasitic Diseases,0
helminth infection,128,Other and unspecified helminthiases,Helminthiases,Infectious And Parasitic Diseases,0
toxoplasma infection,130,Toxoplasmosis,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
toxoplasma gondii infection,130,Toxoplasmosis,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
louse infestation,132,Pediculosis and phthirus infestation,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
pediculosis capitis infestation,132,Pediculosis and phthirus infestation,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
mite infection,133,Acariasis,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
sarcoidosis,135,Sarcoidosis,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
protozoal infection,136,Other and unspecified infectious and parasitic diseases,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
microsporidial infection,136,Other and unspecified infectious and parasitic diseases,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
amoeba infection,136,Other and unspecified infectious and parasitic diseases,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
infectious disease,136,Other and unspecified infectious and parasitic diseases,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
behcets disease,136,Other and unspecified infectious and parasitic diseases,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
rhizomucor infection,136,Other and unspecified infectious and parasitic diseases,Other Infectious And Parasitic Diseases,Infectious And Parasitic Diseases,0
adenoid tumor,142,Malignant neoplasm of major salivary glands,"Malignant Neoplasm Of Lip, Oral Cavity, And Pharynx",Neoplasms,1
pharynx tumor,146,Malignant neoplasm of oropharynx,"Malignant Neoplasm Of Lip, Oral Cavity, And Pharynx",Neoplasms,1
nasopharyngeal carcinoma,147,Malignant neoplasm of nasopharynx,"Malignant Neoplasm Of Lip, Oral Cavity, And Pharynx",Neoplasms,0
nasopharynx tumor,147,Malignant neoplasm of nasopharynx,"Malignant Neoplasm Of Lip, Oral Cavity, And Pharynx",Neoplasms,1
metastatic esophageal cancer,150,Malignant neoplasm of esophagus,Malignant Neoplasm Of Digestive Organs And Peritoneum,Neoplasms,0
metastatic gastrointestinal cancer,151,Malignant neoplasm of stomach,Malignant Neoplasm Of Digestive Organs And Peritoneum,Neoplasms,0
metastatic stomach cancer,151,Malignant neoplasm of stomach,Malignant Neoplasm Of Digestive Organs And Peritoneum,Neoplasms,0
stomach tumor,151,Malignant neoplasm of stomach,Malignant Neoplasm Of Digestive Organs And Peritoneum,Neoplasms,1
large intestine tumor,153,Malignant neoplasm of colon,Malignant Neoplasm Of Digestive Organs And Peritoneum,Neoplasms,1
intestine tumor,153,Malignant neoplasm of colon,Malignant Neoplasm Of Digestive Organs And Peritoneum,Neoplasms,1
colon tumor,153,Malignant neoplasm of colon,Malignant Neoplasm Of Digestive Organs And Peritoneum,Neoplasms,1
colorectal tumor,153,Malignant neoplasm of colon,Malignant Neoplasm Of Digestive Organs And Peritoneum,Neoplasms,1
