cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
enterovirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
human t cell leukemia virus 1 infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
human t cell leukemia virus 2 infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
papovavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
picornavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
respiratory syncytial virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
retrovirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
rhinovirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
viral infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
coxsackie virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
parainfluenza virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
viral skin infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
leukemia virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,0
chlamydia infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
bunyavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
hantavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
chlamydiae infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
coronavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
sars coronavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
metapneumovirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
punta toro virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
nipah virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
polyomavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
bk virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
viral eye infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
parechovirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
paramyxovirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
papillomavirus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
unclassified virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
human t cell leukemia virus infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
chlamydiales infection,079,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,Other Diseases Due To Viruses And Chlamydiae,Infectious And Parasitic Diseases,
scrub typhus,081,Other typhus,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
rocky mountain spotted fever,082,Tick-borne rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
boutonneuse fever,082,Tick-borne rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
rickettsia infection,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
coxiella infection,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
q fever,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
ehrlichia infection,083,Other rickettsioses,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
plasmodium malariae infection,084,Malaria,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
plasmodium knowlesi infection,084,Malaria,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
leishmania tropica infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
leishmania infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
leishmania donovani infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
leishmania braziliensis infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
leishmania mexicana infection,085,Leishmaniasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
trypanosoma cruzi infection,086,Trypanosomiasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
trypanosomiasis,086,Trypanosomiasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
trypanosoma brucei infection,086,Trypanosomiasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
chagas cardiomyopathy,086,Trypanosomiasis,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
bartonella infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
borrelia burgdorferi infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
lyme disease,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
babesia infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
borrelia recurrentis infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
bartonella bacilliformis infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
borrelia infection,088,Other arthropod-borne diseases,Rickettsioses And Other Arthropod-Borne Diseases,Infectious And Parasitic Diseases,
neurosyphilis,094,Neurosyphilis,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,
neisseria gonorrhoeae infection,098,Gonococcal infections,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,
neisseria infection,098,Gonococcal infections,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,
cervicitis,098,Gonococcal infections,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,
haemophilus ducreyi infection,099,Other venereal diseases,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,
reiter syndrome,099,Other venereal diseases,Syphilis And Other Venereal Diseases,Infectious And Parasitic Diseases,
aseptic meningitis,100,Leptospirosis,Other Spirochetal Diseases,Infectious And Parasitic Diseases,
treponema infection,102,Yaws,Other Spirochetal Diseases,Infectious And Parasitic Diseases,
treponema pallidum infection,102,Yaws,Other Spirochetal Diseases,Infectious And Parasitic Diseases,
rhinopharyngitis,102,Yaws,Other Spirochetal Diseases,Infectious And Parasitic Diseases,
spirochete infection,104,Other spirochetal infection,Other Spirochetal Diseases,Infectious And Parasitic Diseases,
trichophyton infection,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
epidermophyton infection,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
microsporum infection,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
onychomycosis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
dermatophytosis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
tinea capitis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
tinea corporis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
tinea cruris,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
tinea pedis,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
pityriasis capitis infection,110,Dermatophytosis,Mycoses,Infectious And Parasitic Diseases,
dermatomycosis,111,"Dermatomycosis, other and unspecified",Mycoses,Infectious And Parasitic Diseases,
tinea,111,"Dermatomycosis, other and unspecified",Mycoses,Infectious And Parasitic Diseases,
malassezia infection,111,"Dermatomycosis, other and unspecified",Mycoses,Infectious And Parasitic Diseases,
candida infection,112,Candidiasis,Mycoses,Infectious And Parasitic Diseases,
candida krusei infection,112,Candidiasis,Mycoses,Infectious And Parasitic Diseases,
