DrugID|Name|Code
90391|NOOTROPICS|N6D
90390|VACCINES|J7
90389|SYSTEMIC ANTIBACTERIALS|J1
90386|ANTIVIRALS FOR SYSTEMIC USE|J5
90385|ANTIPSYCHOTICS|N5A
90383|ANTIPSYCHOTICS|N5A
90381|SYSTEMIC ANTIBACTERIALS|J1
90380|ANTIVIRALS FOR SYSTEMIC USE|J5
90379|ANTIVIRALS FOR SYSTEMIC USE|J5
90378|ANTIVIRALS FOR SYSTEMIC USE|J5
90377|ANAESTHETICS|N1
90376|ANAESTHETICS|N1
90375|ANAESTHETICS|N1
90374|DRUGS USED IN DIABETES|A10
90373|ANALGESICS|N2
90372|DRUGS USED IN DIABETES|A10
90370|Topical dermatological antifungals|D1A1
90370|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
90361|ANTIPSYCHOTICS|N5A
90357|ANDROGENS, EXCLUDING G3E, G3F|G3B
90354|WOUND HEALING AGENTS|D3
90350|ANTIVIRALS FOR SYSTEMIC USE|J5
90349|Interferons, beta|L3B2
90348|DRUGS USED IN DIABETES|A10
90347|PARASITOLOGY|P
90347|ANTI-MALARIALS|P1D
90346|ANTIVIRALS FOR SYSTEMIC USE|J5
90345|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
90343|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
90342|ANTIPSYCHOTICS|N5A
90341|TRANQUILLISERS|N5C
90336|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
90328|SYSTEMIC ANTIBACTERIALS|J1
90327|ANTI-EPILEPTICS|N3A
90320|WOUND HEALING AGENTS|D3
90318|ANDROGENS, EXCLUDING G3E, G3F|G3B
90309|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
90307|PLATELET AGGREGATION INHIBITORS|B1C
90305|VACCINES|J7
90304|VACCINES|J7
90303|ANALGESICS|N2
90301|ANTIVIRALS FOR SYSTEMIC USE|J5
90300|ANTIVIRALS FOR SYSTEMIC USE|J5
90297|ANTIHYPERTENSIVES|C2
90297|Statins (HMG-CoA reductase inhibitors)|C10A1
90296|PARASITOLOGY|P
90295|Ocular antineovascularisation products|S1P
90294|ANALGESICS|N2
90293|ANTIVIRALS FOR SYSTEMIC USE|J5
90292|ANTIVIRALS FOR SYSTEMIC USE|J5
90291|MUSCLE RELAXANTS|M3
90291|RESPIRATORY SYSTEM|R
90290|SYSTEMIC ANTIBACTERIALS|J1
90288|SYSTEMIC ANTIBACTERIALS|J1
90285|CENTRAL NERVOUS SYSTEM|N
90285|NOOTROPICS|N6D
90284|WOUND HEALING AGENTS|D3
90283|PARASITOLOGY|P
90283|ANTI-MALARIALS|P1D
90280|DRUGS USED IN DIABETES|A10
90277|PLATELET AGGREGATION INHIBITORS|B1C
90277|GP IIb/IIIa (glycoprotein) antagonist platelet aggregation inhibitors|B1C3
90273|ANTIVIRALS FOR SYSTEMIC USE|J5
90272|HYALURONIDASE|B6B
90272|IMMUNOSTIMULATING AGENTS|L3
90271|Nucleoside and nucleotide reverse transcriptase inhibitors|J5C1
90271|Protease inhibitors|J5C2
90268|CARDIOVASCULAR SYSTEM|C
90267|CARDIOVASCULAR SYSTEM|C
90265|CARDIOVASCULAR SYSTEM|C
90262|ANTIVIRALS FOR SYSTEMIC USE|J5
90261|OPHTHALMOLOGICALS|S1
90257|OPHTHALMOLOGICALS|S1
90234|ANTIVIRALS FOR SYSTEMIC USE|J5
90234|Non-nucleoside reverse transcriptase inhibitors|J5C3
90232|ANALGESICS|N2
90232|OPHTHALMOLOGICALS|S1
90227|Erectile dysfunction products|G4B3
90222|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
90212|OPHTHALMOLOGICALS|S1
90209|SYSTEMIC ANTIBACTERIALS|J1
90207|ANTIEMETICS AND ANTINAUSEANTS|A4
90205|ANALGESICS|N2
90198|SYSTEMIC ANTIBACTERIALS|J1
90184|CARDIOVASCULAR SYSTEM|C
90178|ANTIHYPERTENSIVES|C2
90175|ANTIVIRALS FOR SYSTEMIC USE|J5
90173|MUSCULO-SKELETAL SYSTEM|M
90173|Coxibs|M1A3
90173|ANALGESICS|N2
90167|ANALGESICS|N2
90167|ANTI-MIGRAINE PREPARATIONS|N2C
90165|ANTIVIRALS FOR SYSTEMIC USE|J5
90164|ANALGESICS|N2
90161|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
90160|DRUGS USED IN DIABETES|A10
90155|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
90155|DRUGS USED IN DIABETES|A10
90153|ANTI-GOUT PREPARATIONS|M4
90147|SYSTEMIC ANTIBACTERIALS|J1
90146|Factor VIII|B2D1
90141|Ocular antineovascularisation products|S1P
90139|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
90139|DRUGS USED IN DIABETES|A10
90131|RESPIRATORY SYSTEM|R
90122|SYSTEMIC ANTIBACTERIALS|J1
90120|DIRECT THROMBIN INHIBITORS|B1E
90118|NOOTROPICS|N6D
90117|CALCIUM ANTAGONISTS|C8
90117|LABOUR INHIBITORS|G2E
90115|DIAGNOSTIC AGENTS|T
90115|MRI AGENTS|T1E
90114|OESTROGENS, EXCLUDING G3A, G3E, G3F|G3C
90111|OPHTHALMOLOGICALS|S1
90102|SYSTEMIC ANTIBACTERIALS|J1
90101|DRUGS USED IN DIABETES|A10
90097|ANTIEMETICS AND ANTINAUSEANTS|A4
90096|ANALGESICS|N2
90095|PLATELET AGGREGATION INHIBITORS|B1C
90095|CARDIOVASCULAR SYSTEM|C
90084|ANTIEMETICS AND ANTINAUSEANTS|A4
90083|ANTIEMETICS AND ANTINAUSEANTS|A4
90082|ANALGESICS|N2
90071|SYSTEMIC ANTIBACTERIALS|J1
90069|SYSTEMIC ANTIBACTERIALS|J1
90068|ANTIVIRALS FOR SYSTEMIC USE|J5
90065|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
90060|ANTI-EPILEPTICS|N3A
90059|OPHTHALMOLOGICALS|S1
90052|ANTI-ARRHYTHMICS|C1B
90051|RADIODIAGNOSTIC AGENTS|T1G
90044|ANTI-ARRHYTHMICS|C1B
90044|BETA-BLOCKING AGENTS|C7
90041|HUMAN INSULINS AND ANALOGUES|A10C
90041|Human insulins and analogues, intermediate-acting|A10C2
90038|SYSTEMIC ANTIBACTERIALS|J1
90036|DRUGS USED IN DIABETES|A10
90036|CARDIOVASCULAR SYSTEM|C
90035|MACROLIDES AND SIMILAR TYPES|J1F
90031|ANTIVIRALS FOR SYSTEMIC USE|J5
90029|DPP-IV inhibitor antidiabetics|A10B6
90019|ANTIVIRALS FOR SYSTEMIC USE|J5
90015|ANALGESICS|N2
90014|ANTIMETABOLITES|L1B
90006|PARASITOLOGY|P
90006|ANTI-MALARIALS|P1D
90003|SYSTEMIC ANTIBACTERIALS|J1
90002|SYSTEMIC ANTIBACTERIALS|J1
90001|TRANQUILLISERS|N5C
89997|ANALGESICS|N2
89996|ANALGESICS|N2
89994|ANALGESICS|N2
89989|HYPNOTICS/SEDATIVES|N5B
89983|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
89983|SSRI antidepressants|N6A4
89976|PARASITOLOGY|P
89974|ANAESTHETICS, LOCAL|N1B
89974|ANALGESICS|N2
89973|RESPIRATORY SYSTEM|R
89972|ANTIVIRALS FOR SYSTEMIC USE|J5
89971|ANTIVIRALS FOR SYSTEMIC USE|J5
89970|SYSTEMIC ANTIBACTERIALS|J1
89966|SYSTEMIC ANTIBACTERIALS|J1
89963|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89961|DRUGS USED IN DIABETES|A10
89957|SYSTEMIC ANTIBACTERIALS|J1
89937|CARDIOVASCULAR SYSTEM|C
89932|SYSTEMIC ANTIBACTERIALS|J1
89931|HYPNOTICS/SEDATIVES|N5B
89925|ANALGESICS|N2
89923|ANALGESICS|N2
89920|PLATELET AGGREGATION INHIBITORS|B1C
89914|SYSTEMIC ANTIBACTERIALS|J1
89910|ANTIVIRALS FOR SYSTEMIC USE|J5
89908|ANTIVIRALS FOR SYSTEMIC USE|J5
89906|SYSTEMIC ANTIBACTERIALS|J1
89906|AMINOGLYCOSIDES|J1K
89905|ANTIHYPERTENSIVES|C2
89905|ACE INHIBITORS, PLAIN|C9A
89903|ANAESTHETICS, LOCAL|N1B
89903|ANALGESICS|N2
89901|B2-STIMULANTS|R3A
89898|CARDIOVASCULAR SYSTEM|C
89894|WOUND HEALING AGENTS|D3
89894|AMINOGLYCOSIDES|J1K
89893|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89891|ANTI-MALARIALS|P1D
89890|SYSTEMIC ANTIBACTERIALS|J1
89888|ANALGESICS|N2
89877|WOUND HEALING AGENTS|D3
89876|ANTIVIRALS FOR SYSTEMIC USE|J5
89875|ANTIVIRALS FOR SYSTEMIC USE|J5
89863|CARDIAC THERAPY|C1
89858|SYSTEMIC ANTIBACTERIALS|J1
89857|SYSTEMIC ANTIBACTERIALS|J1
89855|ANTIVIRALS FOR SYSTEMIC USE|J5
89854|ANALGESICS|N2
89835|MUSCULO-SKELETAL SYSTEM|M
89833|MUSCULO-SKELETAL SYSTEM|M
89831|RESPIRATORY SYSTEM|R
89828|IMMUNOSTIMULATING AGENTS|L3
89827|SYSTEMIC ANTIBACTERIALS|J1
89826|CENTRAL NERVOUS SYSTEM|N
89826|SSRI antidepressants|N6A4
89826|SRNI antidepressants|N6A5
89824|SYSTEMIC ANTIBACTERIALS|J1
89822|WOUND HEALING AGENTS|D3
89816|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89812|ANAESTHETICS|N1
89811|MACROLIDES AND SIMILAR TYPES|J1F
89810|SYSTEMIC ANTIBACTERIALS|J1
89809|ANTIVIRALS FOR SYSTEMIC USE|J5
89808|ANTIVIRALS FOR SYSTEMIC USE|J5
89798|ANTIVIRALS FOR SYSTEMIC USE|J5
89785|SYSTEMIC ANTIBACTERIALS|J1
89785|ANTIVIRALS FOR SYSTEMIC USE|J5
89784|SYSTEMIC ANTIBACTERIALS|J1
89784|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
89783|ANTIVIRALS FOR SYSTEMIC USE|J5
89780|NOOTROPICS|N6D
89777|ANTIVIRALS FOR SYSTEMIC USE|J5
89774|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
89773|DRUGS USED IN DIABETES|A10
89771|NOOTROPICS|N6D
89767|WOUND HEALING AGENTS|D3
89762|ANTIVIRALS FOR SYSTEMIC USE|J5
89762|IMMUNOSTIMULATING AGENTS|L3
89759|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89756|PARASITOLOGY|P
89755|PARASITOLOGY|P
89753|SYSTEMIC ANTIBACTERIALS|J1
89752|CARDIOVASCULAR SYSTEM|C
89750|ANTIVIRALS FOR SYSTEMIC USE|J5
89748|ANALGESICS|N2
89747|OPHTHALMOLOGICALS|S1
89745|OPHTHALMOLOGICALS|S1
89742|RESPIRATORY SYSTEM|R
89741|GASTROPROKINETICS|A3F
89737|Coxibs|M1A3
89737|ANALGESICS|N2
89736|Coxibs|M1A3
89736|ANALGESICS|N2
89720|ANAESTHETICS, LOCAL|N1B
89717|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
89713|ANALGESICS|N2
89709|IMMUNOSTIMULATING AGENTS|L3
89708|PARASITOLOGY|P
89707|ANTIVIRALS FOR SYSTEMIC USE|J5
89702|RESPIRATORY SYSTEM|R
89697|PARASITOLOGY|P
89688|ANALGESICS|N2
89687|ANALGESICS|N2
89685|SYSTEMIC ANTIBACTERIALS|J1
89680|ANTIVIRALS FOR SYSTEMIC USE|J5
89677|SYSTEMIC ANTIBACTERIALS|J1
89677|CEPHALOSPORINS|J1D
89676|ANTI-EPILEPTICS|N3
89676|NOOTROPICS|N6D
89676|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
89672|PLATELET AGGREGATION INHIBITORS|B1C
89670|OPHTHALMOLOGICALS|S1
89669|FIBRINOLYTICS|B1D
89664|MUSCULO-SKELETAL SYSTEM|M
89663|ANTIVIRALS FOR SYSTEMIC USE|J5
89662|ANTIVIRALS FOR SYSTEMIC USE|J5
89662|Non-nucleoside reverse transcriptase inhibitors|J5C3
89640|ANTIVIRALS FOR SYSTEMIC USE|J5
89632|ANALGESICS|N2
89630|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
89627|ANTIVIRALS FOR SYSTEMIC USE|J5
89623|DIAGNOSTIC AGENTS|T
89622|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
89621|CARDIOVASCULAR SYSTEM|C
89618|RADIODIAGNOSTIC AGENTS|T1G
89616|OPHTHALMOLOGICALS|S1
89613|ANTIVIRALS FOR SYSTEMIC USE|J5
89611|RADIODIAGNOSTIC AGENTS|T1G
89609|ANTI-EPILEPTICS|N3A
89607|RESPIRATORY SYSTEM|R
89605|ANTIVIRALS FOR SYSTEMIC USE|J5
89603|SYSTEMIC ANTIBACTERIALS|J1
89601|NOOTROPICS|N6D
89600|ANTIPSYCHOTICS|N5A
89597|ANTIVIRALS FOR SYSTEMIC USE|J5
89595|SYSTEMIC ANTIBACTERIALS|J1
89593|Erectile dysfunction products|G4B3
89592|Erectile dysfunction products|G4B3
89591|ANTIPSYCHOTICS|N5A
89590|ANTIVIRALS FOR SYSTEMIC USE|J5
89587|SYSTEMIC ANTIBACTERIALS|J1
89587|IMMUNOSTIMULATING AGENTS|L3
89577|ANTI-GOUT PREPARATIONS|M4
89576|ANTI-GOUT PREPARATIONS|M4
89575|ANTI-GOUT PREPARATIONS|M4
89573|DRUGS USED IN DIABETES|A10
89573|HUMAN INSULINS AND ANALOGUES|A10C
89573|Human insulins and analogues, intermediate-acting|A10C2
89570|CENTRAL NERVOUS SYSTEM|N
89568|ANALGESICS|N2
89567|SYSTEMIC ANTIBACTERIALS|J1
89558|SYSTEMIC ANTIBACTERIALS|J1
89552|SYSTEMIC ANTIBACTERIALS|J1
89551|ANTITUSSIVES|R5D
89550|ANALGESICS|N2
89545|ANTI-ACNE PREPARATIONS|D10
89542|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
89537|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
89534|DIRECT THROMBIN INHIBITORS|B1E
89531|ANALGESICS|N2
89529|RADIODIAGNOSTIC AGENTS|T1G
89523|ANTIVIRALS FOR SYSTEMIC USE|J5
89517|ANALGESICS|N2
89514|ANTIVIRALS FOR SYSTEMIC USE|J5
89506|Ocular antineovascularisation products|S1P
89503|ANTIHYPERTENSIVES|C2
89500|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
89489|ANTIVIRALS FOR SYSTEMIC USE|J5
89488|ANAESTHETICS, LOCAL|N1B
89485|WOUND HEALING AGENTS|D3
89482|ANTI-EPILEPTICS|N3
89461|CENTRAL NERVOUS SYSTEM|N
89460|SYSTEMIC ANTIBACTERIALS|J1
89449|DRUGS USED IN DIABETES|A10
89449|HUMAN INSULINS AND ANALOGUES|A10C
89449|Human insulins and analogues, intermediate-acting|A10C2
89447|ANTI-EPILEPTICS|N3A
89445|DRUGS USED IN DIABETES|A10
89441|FIBRINOLYTICS|B1D
89438|SYSTEMIC ANTIBACTERIALS|J1
89422|ANTIVIRALS FOR SYSTEMIC USE|J5
89406|CENTRAL NERVOUS SYSTEM|N
89404|ANTIVIRALS FOR SYSTEMIC USE|J5
89403|DIRECT THROMBIN INHIBITORS|B1E
89394|IMMUNOSUPPRESSIVE AGENTS|L4
89390|RESPIRATORY SYSTEM|R
89387|SYSTEMIC ANTIBACTERIALS|J1
89383|PARASITOLOGY|P
89382|PARASITOLOGY|P
89381|PARASITOLOGY|P
89380|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89379|DRUGS USED IN DIABETES|A10
89372|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
89372|SSRI antidepressants|N6A4
89372|SRNI antidepressants|N6A5
89371|PARASITOLOGY|P
89371|ANTI-MALARIALS|P1D
89370|ANTI-EPILEPTICS|N3
89368|SYSTEMIC ANTIBACTERIALS|J1
89366|SYSTEMIC ANTIBACTERIALS|J1
89366|ANTIVIRALS FOR SYSTEMIC USE|J5
89365|SYSTEMIC ANTIBACTERIALS|J1
89361|ANALGESICS|N2
89355|Ocular antineovascularisation products|S1P
89354|Ocular antineovascularisation products|S1P
89351|CARDIOVASCULAR SYSTEM|C
89349|ANTI-EPILEPTICS|N3A
89348|OPHTHALMOLOGICALS|S1
89342|SYSTEMIC ANTIBACTERIALS|J1
89340|SYSTEMIC ANTIBACTERIALS|J1
89339|IMMUNOSUPPRESSIVE AGENTS|L4
89335|ANTIHYPERTENSIVES|C2
89335|BETA-BLOCKING AGENTS|C7
89335|OPHTHALMOLOGICALS|S1
89335|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
89333|BETA-BLOCKING AGENTS|C7
89333|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
89332|NOOTROPICS|N6D
89332|DIAGNOSTIC AGENTS|T
89330|ANTIVIRALS FOR SYSTEMIC USE|J5
89327|MUSCULO-SKELETAL SYSTEM|M
89325|RESPIRATORY SYSTEM|R
89322|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89322|ANTIPSYCHOTICS|N5A
89321|ANTI-EPILEPTICS|N3
89295|ANTIHYPERTENSIVES|C2
89295|OPHTHALMOLOGICALS|S1
89295|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
89284|ANALGESICS|N2
89284|ANTI-EPILEPTICS|N3
89283|PROLACTIN INHIBITORS|G2D
89277|IMMUNOSTIMULATING AGENTS|L3
89274|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
89266|SYSTEMIC ANTIBACTERIALS|J1
89266|AMINOGLYCOSIDES|J1K
89265|ANTIVIRALS FOR SYSTEMIC USE|J5
89256|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
89235|ACTH|H1A
89235|ANTI-EPILEPTICS|N3
89234|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
89229|FIBRINOLYTICS|B1D
89219|OPHTHALMOLOGICALS|S1
89210|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
89208|PARASITOLOGY|P
89202|DRUGS USED IN DIABETES|A10
89201|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89201|DRUGS USED IN DIABETES|A10
89199|Interferons, alpha|L3B1
89193|Erectile dysfunction products|G4B3
89193|ANALGESICS|N2
89193|SSRI antidepressants|N6A4
89185|ANTIHYPERTENSIVES|C2
89185|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
89184|ANTIHYPERTENSIVES|C2
89180|RADIODIAGNOSTIC AGENTS|T1G
89177|ANTIVIRALS FOR SYSTEMIC USE|J5
89164|ANTIVIRALS FOR SYSTEMIC USE|J5
89154|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
89153|ANALGESICS|N2
89152|PLATELET AGGREGATION INHIBITORS|B1C
89149|RADIODIAGNOSTIC AGENTS|T1G
89143|IMMUNOSTIMULATING AGENTS|L3
89141|SYSTEMIC ANTIBACTERIALS|J1
89125|ANTIHYPERTENSIVES|C2
89123|ANTIVIRALS FOR SYSTEMIC USE|J5
89109|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89108|OPHTHALMOLOGICALS|S1
89106|ANTIVIRALS FOR SYSTEMIC USE|J5
89104|SYSTEMIC ANTIBACTERIALS|J1
89102|CARDIOVASCULAR SYSTEM|C
89097|ANTIEMETICS AND ANTINAUSEANTS|A4
89096|ANALGESICS|N2
89094|RESPIRATORY SYSTEM|R
89084|IMMUNOSUPPRESSIVE AGENTS|L4
89082|Ocular antineovascularisation products|S1P
89072|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
89072|DRUGS USED IN DIABETES|A10
89069|SYSTEMIC ANTIBACTERIALS|J1
89060|WHOLE BLOOD AND PLASMA SUBSTITUTE SOLUTIONS|K3
89058|ANTIVIRALS FOR SYSTEMIC USE|J5
89041|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
89037|ANALGESICS|N2
89036|ANTIHYPERTENSIVES|C2
89036|DIURETICS|C3
89036|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
89035|ANALGESICS|N2
89035|TRANQUILLISERS|N5C
89030|ANTI-EPILEPTICS|N3A
89030|NOOTROPICS|N6D
89029|ANTIVIRALS FOR SYSTEMIC USE|J5
89023|ANTIMETABOLITES|L1B
89022|ANTIMETABOLITES|L1B
89021|ANTIMETABOLITES|L1B
89020|ANTIMETABOLITES|L1B
89019|ANTIMETABOLITES|L1B
89018|ANTIMETABOLITES|L1B
89017|ANTIMETABOLITES|L1B
89015|ANTIMETABOLITES|L1B
89014|Statins (HMG-CoA reductase inhibitors)|C10A1
89012|ANTIMETABOLITES|L1B
89011|ANTI-EPILEPTICS|N3A
89010|ANTIMETABOLITES|L1B
89005|DPP-IV inhibitor antidiabetics|A10B6
89003|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
89000|MUSCLE RELAXANTS, PERIPHERALLY ACTING|M3A
89000|ANALGESICS|N2
88999|RADIODIAGNOSTIC AGENTS|T1G
88997|NOOTROPICS|N6D
88984|ANTIVIRALS FOR SYSTEMIC USE|J5
88983|DRUGS USED IN DIABETES|A10
88983|DPP-IV inhibitor antidiabetics|A10B6
88974|Factor VIII|B2D1
88972|ANTI-EPILEPTICS|N3A
88964|ANTIVIRALS FOR SYSTEMIC USE|J5
88963|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
88963|DRUGS USED IN DIABETES|A10
88961|ANTIVIRALS FOR SYSTEMIC USE|J5
88957|SYSTEMIC ANTIBACTERIALS|J1
88957|ANTIVIRALS FOR SYSTEMIC USE|J5
88953|PARASITOLOGY|P
88953|ANTI-MALARIALS|P1D
88952|SYSTEMIC ANTIBACTERIALS|J1
88948|WOUND HEALING AGENTS|D3
88946|OPHTHALMOLOGICALS|S1
88945|SYSTEMIC ANTIBACTERIALS|J1
88941|DIURETICS|C3
88934|RADIODIAGNOSTIC AGENTS|T1G
88933|DRUGS USED IN DIABETES|A10
88931|ANTIHYPERTENSIVES|C2
88928|PARASITOLOGY|P
88922|RESPIRATORY SYSTEM|R
88920|ANTIHYPERTENSIVES|C2
88915|SYSTEMIC ANTIBACTERIALS|J1
88910|ANALGESICS|N2
88909|CARDIOVASCULAR SYSTEM|C
88904|DRUGS USED IN DIABETES|A10
88900|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
88899|ANALGESICS|N2
88898|ANTIPSYCHOTICS|N5A
88896|SYSTEMIC ANTIBACTERIALS|J1
88895|SYSTEMIC ANTIBACTERIALS|J1
88886|ANTIVIRALS FOR SYSTEMIC USE|J5
88881|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
88881|ANALGESICS|N2
88880|ANTI-EPILEPTICS|N3
88879|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
88877|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
88875|ANALGESICS|N2
88870|IMMUNOSUPPRESSIVE AGENTS|L4
88867|ANTIVIRALS FOR SYSTEMIC USE|J5
88865|ANTIVIRALS FOR SYSTEMIC USE|J5
88853|SYSTEMIC ANTIBACTERIALS|J1
88849|DRUGS USED IN DIABETES|A10
88849|HUMAN INSULINS AND ANALOGUES|A10C
88849|Human insulins and analogues, intermediate-acting|A10C2
88848|SYSTEMIC ANTIBACTERIALS|J1
88838|CENTRAL NERVOUS SYSTEM|N
88837|ANALGESICS|N2
88831|ANTIVIRALS FOR SYSTEMIC USE|J5
88825|ANDROGENS, EXCLUDING G3E, G3F|G3B
88822|CENTRAL NERVOUS SYSTEM|N
88821|ANALGESICS|N2
88817|ANALGESICS|N2
88812|ANALGESICS|N2
88810|ANTI-EPILEPTICS|N3
88809|IMMUNOSTIMULATING AGENTS|L3
88805|OESTROGENS, EXCLUDING G3A, G3E, G3F|G3C
88805|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
88801|ANTIVIRALS FOR SYSTEMIC USE|J5
88795|DRUGS USED IN DIABETES|A10
88794|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
88791|ANALGESICS|N2
88789|SRNI antidepressants|N6A5
88786|ANTIVIRALS FOR SYSTEMIC USE|J5
88784|ANTIVIRALS FOR SYSTEMIC USE|J5
88781|CENTRAL NERVOUS SYSTEM|N
88778|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
88775|PARASITOLOGY|P
88772|WOUND HEALING AGENTS|D3
88769|ANALGESICS|N2
88768|IMMUNOSUPPRESSIVE AGENTS|L4
88766|SYSTEMIC ANTIBACTERIALS|J1
88765|IMMUNOSUPPRESSIVE AGENTS|L4
88759|HYALURONIDASE|B6B
88744|ANTIPSYCHOTICS|N5A
88735|IMMUNOSUPPRESSIVE AGENTS|L4
88733|ANALGESICS|N2
88732|SYSTEMIC ANTIBACTERIALS|J1
88729|ANTIVIRALS FOR SYSTEMIC USE|J5
88728|ANTIVIRALS FOR SYSTEMIC USE|J5
88726|ANTIVIRALS FOR SYSTEMIC USE|J5
88724|IMMUNOSUPPRESSIVE AGENTS|L4
88722|OPHTHALMOLOGICALS|S1
88721|CENTRAL NERVOUS SYSTEM|N
88720|CENTRAL NERVOUS SYSTEM|N
88719|CENTRAL NERVOUS SYSTEM|N
88717|IMMUNOSUPPRESSIVE AGENTS|L4
88715|ANTIVIRALS FOR SYSTEMIC USE|J5
88715|IMMUNOSTIMULATING AGENTS|L3
88705|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
88704|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
88702|IMMUNOSTIMULATING AGENTS|L3
88699|IMMUNOSTIMULATING AGENTS|L3
88698|ANTIDIARRHOEALS, ORAL ELECTROLYTE REPLACERS AND INTESTINAL ANTI-INFLAMMATORIES|A7
88696|CARDIOVASCULAR SYSTEM|C
88690|CENTRAL NERVOUS SYSTEM|N
88687|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
88685|CENTRAL NERVOUS SYSTEM|N
88685|NOOTROPICS|N6D
88677|ANTIVIRALS FOR SYSTEMIC USE|J5
88676|SYSTEMIC ANTIBACTERIALS|J1
88676|ANTIVIRALS FOR SYSTEMIC USE|J5
88676|IMMUNOSTIMULATING AGENTS|L3
88672|PLATELET AGGREGATION INHIBITORS|B1C
88670|ANTIPSYCHOTICS|N5A
88669|IMMUNOSUPPRESSIVE AGENTS|L4
88667|IMMUNOSUPPRESSIVE AGENTS|L4
88666|ANALGESICS|N2
88665|ANTI-EPILEPTICS|N3A
88663|ANTI-EPILEPTICS|N3
88663|NOOTROPICS|N6D
88662|TRANQUILLISERS|N5C
88660|NOOTROPICS|N6D
88659|Non-nucleoside reverse transcriptase inhibitors|J5C3
88654|RADIODIAGNOSTIC AGENTS|T1G
88649|CARDIOVASCULAR SYSTEM|C
88649|CENTRAL NERVOUS SYSTEM|N
88645|ANTIVIRALS FOR SYSTEMIC USE|J5
88641|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
88640|ANTIVIRALS FOR SYSTEMIC USE|J5
88639|ANTIVIRALS FOR SYSTEMIC USE|J5
88634|OPHTHALMOLOGICALS|S1
88634|Ocular antineovascularisation products|S1P
88620|IMMUNOSUPPRESSIVE AGENTS|L4
88619|ANTIVIRALS FOR SYSTEMIC USE|J5
88608|SYSTEMIC ANTIBACTERIALS|J1
88607|NOOTROPICS|N6D
88604|NOOTROPICS|N6D
